id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
23;DataScience_Boligsiden;requests;1566491044.3105469;-0.18295502662658691;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=21&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=21&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128286;200;True;
24;DataScience_Boligsiden;requests;1566491045.510862;-0.14087295532226562;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=22&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=22&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128224;200;True;
25;DataScience_Boligsiden;requests;1566491046.6639652;-0.1560535430908203;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=23&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=23&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128480;200;True;
26;DataScience_Boligsiden;requests;1566491047.863734;-0.15621209144592285;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=24&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=24&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128076;200;True;
27;DataScience_Boligsiden;requests;1566491049.0337675;-0.13441085815429688;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=25&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=25&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128336;200;True;
28;DataScience_Boligsiden;requests;1566491050.207559;-0.4283285140991211;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=26&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=26&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128150;200;True;
29;DataScience_Boligsiden;requests;1566491051.6532655;-0.16254711151123047;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=27&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=27&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128175;200;True;
30;DataScience_Boligsiden;requests;1566491052.8360128;-0.22629547119140625;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=28&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=28&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127890;200;True;
31;DataScience_Boligsiden;requests;1566491054.0748851;-0.12241864204406738;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=29&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=29&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128219;200;True;
32;DataScience_Boligsiden;requests;1566491055.2303615;-0.1406409740447998;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=30&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=30&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128635;200;True;
33;DataScience_Boligsiden;requests;1566491056.4039345;-0.17183399200439453;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=31&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=31&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;127940;200;True;
34;DataScience_Boligsiden;requests;1566491057.6054385;-0.31016016006469727;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=32&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=32&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128419;200;True;
35;DataScience_Boligsiden;requests;1566491058.9400668;-0.17524933815002441;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=33&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=33&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128174;200;True;
36;DataScience_Boligsiden;requests;1566491060.1394975;-0.20609617233276367;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=34&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=34&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128034;200;True;
37;DataScience_Boligsiden;requests;1566491061.3701482;-0.15622329711914062;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=35&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=35&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128072;200;True;
38;DataScience_Boligsiden;requests;1566491062.5550463;-0.3905298709869385;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=36&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=36&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128211;200;True;
39;DataScience_Boligsiden;requests;1566491063.975687;-0.46772003173828125;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=37&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=37&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128267;200;True;
40;DataScience_Boligsiden;requests;1566491065.478998;-0.15937042236328125;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=38&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=38&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128246;200;True;
41;DataScience_Boligsiden;requests;1566491066.6730611;-0.29802870750427246;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=39&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=39&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128094;200;True;
42;DataScience_Boligsiden;requests;1566491068.0141134;-0.14063692092895508;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=40&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=40&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128057;200;True;
43;DataScience_Boligsiden;requests;1566491069.1966312;-2.1423251628875732;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=41&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=41&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128649;200;True;
44;DataScience_Boligsiden;requests;1566491072.3617687;-0.5590946674346924;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=42&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=42&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128743;200;True;
45;DataScience_Boligsiden;requests;1566491073.9577847;-0.13234233856201172;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=43&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=43&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;128597;200;True;
46;DataScience_Boligsiden;requests;1566491075.1065068;-0.3905327320098877;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=44&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=44&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;129171;200;True;
47;DataScience_Boligsiden;requests;1566491076.5363085;-0.14058971405029297;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=45&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=45&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;129220;200;True;
48;DataScience_Boligsiden;requests;1566491077.7074363;0.0;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;;0;;False;HTTPSConnectionPool(host='www.boligsiden.dk', port=443): Max retries exceeded with url: /propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001ECC934A6A0>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
49;DataScience_Boligsiden;requests;1566491078.2229655;0.0;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;;0;;False;HTTPSConnectionPool(host='www.boligsiden.dk', port=443): Max retries exceeded with url: /propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001ECC98E6CF8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
50;DataScience_Boligsiden;requests;1566491078.7259777;0.0;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;;0;;False;HTTPSConnectionPool(host='www.boligsiden.dk', port=443): Max retries exceeded with url: /propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001ECC98E6780>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
51;DataScience_Boligsiden;requests;1566491079.226448;-0.000997781753540039;https://www.boligsiden.dk/propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60;;0;;False;HTTPSConnectionPool(host='www.boligsiden.dk', port=443): Max retries exceeded with url: /propertyresult/getdata?searchId=b4fae611b9444fa88f6dd6cd5f39de8d&pageNumber=46&sortKey=12&sortDescending=false&displayTab=1&itemsPerPage=60 (Caused by NewConnectionError('<urllib3.connection.VerifiedHTTPSConnection object at 0x000001ECC98E6828>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed'))
